BLOCKGR GISJOIN Adopted Week
48010201.00: G4802010020101 1 2
04131042.00: G0400130104207 1 99
27230374.00: G2701230037402 1 325
12270825.00: G1201270082505 1 301
21110089.00: G21011100089 1 281
48291521.00: G48002901521 1 529
48410104.00: G48044100104 1 200
48010428.00: G4802010042802 1 281
48410105.00: G48044100105 1 200
48391055.00: G4804390105506 1 2
48391109.00: G4804390110903 1 2
48010329.00: G4802010032903 1 153
48010324.00: G4802010032404 1 99
18270501.00: G1801270050102 1 301
48010430.00: G4802010043001 1 281
48010328.00: G4802010032802 0 842
41510092.00: G4100510009201 1 200
48910213.00: G48049100213 0 842
42792104.00: G42007902104 1 372
42912031.00: G4200910203105 1 529
48391115.02: G4804390111522 1 99
48010443.00: G4802010044304 1 200
48130193.00: G4801130019301 1 99
01010054.00: G0101010005406 0 842
48370112.00: G48003700112 1 372
48750125.00: G48037500125 1 424
06371992.00: G0600370199201 1 153
48010209.00: G48020100209 1 341
42391112.00: G42003901112 1 424
04135227.01: G0400130522714 1 247
48750129.00: G48037500129 1 341
18270504.00: G1801270050402 1 341
48550015.00: G48035500015 1 281
12250010.00: G1200250001003 1 301
48750126.00: G48037500126 1 424
48410110.00: G48044100110 1 200
01890003.00: G0100890000301 1 281
36910609.00: G3600910060901 0 842
18973605.00: G1800970360502 1 247
36470650.00: G36004700650 1 99
36470536.00: G36004700536 1 99
36595205.00: G3600590520501 1 372
36670142.00: G36006700142 1 372
48410112.00: G48044100112 1 200
36594089.00: G36005904089 1 272
36594092.00: G36005904092 1 272
36470540.00: G36004700540 1 99
48010423.00: G4802010042304 0 842
48410113.00: G48044100113 1 200
48030101.00: G4803030010102 0 842
48030002.00: G4803030000202 1 99
48030003.00: G4803030000301 1 99
48410111.00: G48044100111 1 200
48030004.00: G4803030000406 1 2
36650231.00: G36006500231 1 372
36470682.00: G36004700682 1 281
36470688.00: G36004700688 1 281
36594130.00: G3600590413001 1 464
24102506.00: G24051002506 0 842
36470648.00: G36004700648 1 99
36470756.00: G36004700756 1 99
18350024.00: G1800350002401 1 240
06670061.00: G06006700061 1 153
48410118.00: G48044100118 1 200
37330013.00: G37013300013 1 529
48510015.00: G48045100015 1 424
48010423.00: G4802010042302 1 99
06730034.00: G0600730003402 1 240
48410106.00: G48044100106 1 200
36870125.00: G36008700125 1 99
06730034.00: G0600730003401 1 153
48410108.00: G48044100108 1 200
09053106.00: G0900050310601 1 372
06730083.02: G0600730008322 0 842
48010515.00: G4802010051502 1 153
48910217.09: G4804910021793 0 842
06372312.00: G06003702312 1 2
18973403.00: G18009703403 1 247
48010322.00: G4802010032201 1 289
48010321.00: G4802010032103 0 842
06730083.01: G0600730008311 1 464
48339501.00: G48003309501 0 842
06730083.01: G0600730008316 1 153
48010424.00: G4802010042401 1 99
48010330.00: G4802010033001 1 153
48750136.00: G48037500136 1 424
06376700.00: G0600370670002 1 372
06371431.00: G06003701431 1 99
48010415.00: G4802010041504 1 281
06372933.00: G0600370293303 1 372
48010424.00: G4802010042402 1 99
48010416.00: G4802010041605 1 99
48750138.00: G48037500138 1 424
48530011.00: G48045300011 1 99
48530021.00: G4804530002107 1 153
06830002.00: G06008300002 1 341
48010215.00: G4802010021503 0 842
48530004.00: G4804530000402 1 99
48010426.00: G4802010042601 1 99
06670079.00: G0600670007904 1 99
48010509.00: G4802010050901 1 372
36130709.00: G36011300709 1 200
48010217.00: G4802010021701 0 842
12710302.00: G12007100302 1 272
48010366.03: G4802010036631 0 842
06855054.00: G0600850505403 1 99
06372723.00: G0600370272301 1 372
36610033.00: G36006100033 1 153
35350009.00: G35003500009 1 341
36594069.00: G36005904069 1 289
13670311.00: G1300670031106 1 272
09034055.00: G09000304055 1 153
06855053.00: G0600850505303 1 99
36470499.00: G36004700499 1 341
36470517.00: G36004700517 1 153
48010405.00: G4802010040501 0 842
48010405.00: G4802010040502 1 4
48290003.00: G4803290000305 1 153
48010419.00: G4802010041901 0 842
48010304.00: G4802010030401 1 791
48290001.00: G48032900001 0 842
48030014.00: G48030300014 1 99
48010438.00: G4802010043804 1 2
48910217.09: G4804910021791 0 842
12270808.00: G1201270080804 1 289
35599502.00: G35005909502 0 842
13890217.00: G1300890021704 1 7
36650228.00: G36006500228 1 272
32030007.00: G32000300007 1 247
36650207.00: G3600650020702 1 281
48010509.00: G4802010050903 1 372
48010520.00: G4802010052003 1 372
17910118.00: G17009100118 1 153
17910119.00: G17009100119 1 153
48010218.00: G4802010021804 1 372
48010526.00: G4802010052604 1 99
48010517.00: G4802010051702 1 99
48010519.00: G4802010051903 1 99
48450025.00: G48024500025 1 341
48450111.00: G4802450011102 1 341
48450023.00: G48024500023 1 341
48450110.00: G4802450011002 1 341
48450026.00: G48024500026 1 341
48010239.02: G4802010023920 1 633
48010531.00: G4802010053102 1 633
48010223.00: G4802010022301 1 633
06770051.01: G0600770005117 1 240
48010541.03: G4802010054130 1 633
48010534.00: G4802010053402 1 633
48010533.00: G4802010053303 1 633
48010416.00: G4802010041604 1 99
36272207.00: G36002702207 1 372
48811405.00: G48048101405 1 341
48391134.00: G4804390113404 1 247
12310113.00: G12003100113 1 99
48010318.00: G4802010031803 0 842
48010429.00: G48020100429 1 281
17312106.00: G17003102106 1 153
06770051.01: G0600770005113 1 240
06770053.00: G0600770005303 1 99
06770051.00: G0600770005109 1 240
48010443.00: G4802010044306 1 153
48130015.00: G4801130001503 1 281
48010444.00: G4802010044402 1 153
48010517.00: G4802010051701 1 99
48010526.00: G4802010052603 1 99
48659501.00: G48046509501 0 842
48010443.00: G4802010044305 1 200
48391046.00: G4804390104605 1 247
48810220.09: G4803810022097 1 281
18973517.00: G18009703517 1 247
48850303.00: G48008500303 0 842
42171013.00: G42001701013 1 240
48270232.00: G48002700232 1 240
48391115.03: G4804390111531 1 153
48010527.00: G4802010052701 1 153
06650403.00: G06006500403 1 478
06650404.00: G06006500404 1 478
06552001.00: G06005502001 1 153
48010309.00: G4802010030902 0 842
36470826.00: G36004700826 1 581
48010419.00: G4802010041902 1 153
06590110.00: G06005900110 1 153
48010520.00: G4802010052001 1 372
06590117.01: G0600590011712 1 99
06770051.01: G0600770005115 1 240
48010520.00: G4802010052002 1 372
48010526.00: G4802010052601 1 99
25251001.00: G25002501001 1 473
06372408.00: G06003702408 1 99
48639801.00: G48036309801 0 842
25251006.00: G2500250100601 1 301
25250923.00: G25002500923 1 301
25251005.00: G25002501005 1 301
06590992.00: G0600590099204 1 200
06590996.00: G0600590099604 1 0
06372426.00: G06003702426 1 99
06372409.00: G06003702409 1 99
06372427.00: G06003702427 1 424
42171008.00: G4200170100803 1 240
48090012.00: G48030900012 1 200
48090018.00: G48030900018 1 200
06590744.00: G0600590074404 1 99
06590748.00: G0600590074805 1 200
48010304.00: G4802010030402 1 791
48090010.00: G48030900010 1 200
06590749.00: G0600590074902 1 99
48010516.00: G4802010051602 1 153
06590746.00: G0600590074602 1 99
06590748.00: G0600590074801 1 99
42912021.00: G42009102021 1 99
48010414.00: G4802010041401 1 99
48010326.02: G4802010032620 1 99
48391115.02: G4804390111529 1 99
48010501.00: G48020100501 1 2
48010328.00: G4802010032803 0 842
48391063.00: G48043901063 1 99
48010208.00: G4802010020802 0 842
48010514.00: G4802010051402 1 153
48511303.00: G48025101303 1 153
48010203.00: G4802010020303 1 341
48010432.09: G4802010043298 1 281
37319704.00: G37003109704 1 153
17316906.00: G17003106906 1 99
48010420.00: G4802010042002 1 153
48010420.00: G4802010042003 0 842
48010328.00: G4802010032801 0 842
48391136.01: G4804390113613 1 240
21110095.00: G21011100095 1 281
19250305.00: G19012500305 0 842
48010222.00: G4802010022201 1 633
36470986.00: G36004700986 1 325
36470792.00: G36004700792 1 581
48130073.00: G4801130007301 1 153
25235022.00: G25002305022 0 842
33151002.00: G33001501002 1 200
33110020.00: G33001100020 1 165
06590761.00: G0600590076103 1 153
36594074.00: G3600590407402 1 289
06590758.00: G0600590075807 1 99
36594050.00: G36005904050 1 99
08039512.00: G08010309512 0 842
48530015.00: G4804530001504 1 281
48530015.00: G4804530001505 1 99
48530018.01: G4804530001818 1 281
48530018.00: G4804530001804 1 99
48391136.01: G4804390113616 1 153
48010322.00: G4802010032203 1 289
48010425.00: G4802010042502 1 99
48010416.00: G4802010041603 1 99
48010359.02: G4802010035921 1 633
48010442.00: G4802010044203 1 200
10010426.00: G10000100426 1 424
36190090.00: G36011900090 1 240
36670110.00: G3600670011002 1 153
36810041.00: G36008100041 1 2
48530018.01: G4804530001812 1 99
36810061.00: G36008100061 1 240
48010415.00: G4802010041501 1 99
06190043.00: G0600190004301 1 240
36595209.00: G36005905209 1 272
36191011.00: G36001901011 1 464
48750137.00: G48037500137 1 424
40159618.00: G40001509618 0 842
01310104.00: G01003100104 0 842
17978838.00: G1701970883802 1 685
39650310.00: G39016500310 1 424
48391133.00: G4804390113302 1 247
48090108.00: G48040900108 0 842
48391115.03: G4804390111535 1 153
36070137.00: G36000700137 1 240
48150209.00: G4802150020902 1 424
36050380.00: G36000500380 1 464
48419504.00: G48034109504 0 842
48391216.01: G4804390121610 1 99
17850201.00: G17008500201 0 842
08690024.00: G08006900024 0 842
34258056.00: G34002508056 1 529
25250604.00: G25002500604 0 842
19450011.00: G19004500011 0 842
36594057.00: G36005904057 1 464
36595211.00: G36005905211 1 272
35399535.00: G35003909535 0 842
35379587.00: G35003709587 0 842
48010267.00: G4802010026702 1 581
48010423.00: G4802010042301 1 99
19450004.00: G19004500004 0 842
48130008.00: G48011300008 1 99
48130015.00: G4801130001504 1 281
48130016.00: G48011300016 1 281
28310201.00: G28013100201 0 842
48790001.00: G4804790000104 1 464
48010347.00: G4802010034702 1 581
48010366.02: G4802010036621 0 842
37810138.00: G37008100138 1 478
31550040.00: G31005500040 1 99
35559522.00: G35005509522 0 842
36610271.00: G36006100271 1 153
36594091.00: G36005904091 1 272
41510022.00: G4100510002202 1 99
48130193.00: G4801130019302 1 99
48130079.00: G4801130007905 1 99
48010444.00: G4802010044401 1 153
36594046.00: G36005904046 1 99
48130092.00: G4801130009202 1 99
36594053.00: G3600590405302 1 99
36470182.00: G36004700182 1 325
48130002.00: G4801130000202 1 99
48010527.00: G4802010052703 1 99
36470436.00: G36004700436 1 325
36470644.00: G36004700644 1 99
29950091.00: G29009500091 1 281
48130079.00: G4801130007906 1 99
40430073.01: G4001430007312 1 200
41459706.00: G41004509706 0 842
13210078.00: G1301210007802 0 842
36594113.00: G3600590411302 0 842
30059546.00: G30010509546 0 842
34350520.09: G3400350052098 1 341
48391005.00: G4804390100501 1 301
48479501.00: G48014709501 0 842
26635467.00: G26016305467 1 99
48939502.00: G48009309502 0 842
48019502.00: G48000109502 0 842
09035205.00: G0900030520502 1 240
26635466.00: G26016305466 1 99
35010048.00: G35000100048 1 424
32030044.00: G32000300044 1 341
36594044.00: G36005904044 1 99
35539782.00: G35005309782 0 842
48550036.00: G4803550003602 1 200
08379533.00: G08003709533 1 581
48359511.00: G48003509511 0 842
36670136.00: G36006700136 1 99
36810593.00: G36008100593 1 372
36050369.00: G3600050036901 1 464
48010438.03: G4802010043832 1 2
48010400.02: G4802010040025 1 424
48010324.00: G4802010032401 1 99
42792138.00: G42007902138 0 842
36670109.00: G36006700109 1 153
36670135.00: G36006700135 1 99
36670110.00: G3600670011001 1 99
48850318.00: G4800850031803 1 2
48010526.00: G4802010052602 1 99
48010439.00: G4802010043901 1 99
48679506.00: G48046709506 0 842
48010439.09: G4802010043997 1 99
48010438.01: G4802010043811 1 633
40091072.01: G4001090107211 1 99
48010439.09: G4802010043998 1 99
48391062.00: G4804390106201 1 247
48010358.00: G4802010035802 1 633
48010525.00: G4802010052504 1 99
48010519.00: G4802010051901 1 99
48010435.00: G4802010043501 1 99
48530021.00: G4804530002108 1 153
40430031.00: G40014300031 1 99
48391046.00: G4804390104603 1 247
48010435.00: G4802010043502 1 99
48010225.00: G4802010022502 0 842
27879603.00: G27008709603 0 842
48530023.00: G4804530002305 1 99
48391052.00: G4804390105202 1 99
12250003.00: G1200250000303 1 99
13970802.00: G13009700802 1 581
06816070.00: G06008106070 1 99
48019501.00: G48000109501 0 842
48939706.00: G48029309706 0 842
48690016.00: G4804690001601 1 99
48690016.00: G4804690001602 1 99
48450067.00: G48024500067 1 473
48690005.00: G4804690000501 1 99
48391229.00: G48043901229 1 99
48010339.00: G4802010033902 0 842
42257414.00: G42012507414 1 341
48019504.00: G48000109504 0 842
48370103.00: G48003700103 1 424
48391115.02: G4804390111521 1 99
39517147.00: G3901510714701 1 153
48450013.00: G4802450001302 1 424
48010407.00: G4802010040701 1 153
48010433.01: G4802010043310 1 99
48530005.00: G48045300005 1 99
48450061.00: G48024500061 1 473
48010359.01: G4802010035912 1 633
48450058.00: G48024500058 1 473
48450060.00: G48024500060 1 473
48450059.00: G48024500059 1 473
39930233.00: G39009300233 0 842
48750140.00: G48037500140 1 424
48750139.00: G48037500139 1 424
48750128.09: G4803750012897 1 424
48010427.09: G4802010042798 1 99
48010438.02: G4802010043822 1 2
48010415.00: G4802010041503 1 281
48010324.00: G4802010032402 1 99
48010431.00: G48020100431 1 281
48010360.00: G4802010036004 1 633
48010339.00: G4802010033903 0 842
48450015.00: G48024500015 1 341
48450020.00: G48024500020 1 341
48450014.00: G48024500014 1 341
48450017.00: G48024500017 1 341
48391226.00: G48043901226 1 99
48391131.00: G4804390113103 0 842
48391131.00: G4804390113105 1 99
36810928.00: G36008100928 1 200
34230084.00: G3400230008404 1 325
48530024.01: G4804530002416 1 424
48010406.02: G4802010040620 1 153
48010401.00: G4802010040101 1 153
36050199.00: G36000500199 1 153
17438427.00: G1700430842706 0 842
48010510.00: G48020100510 1 372
48090025.00: G4803090002504 1 247
48010427.00: G4802010042701 1 99
36050149.00: G36000500149 1 464
48010207.00: G4802010020702 0 842
48010206.00: G4802010020601 1 372
36470191.00: G36004700191 1 247
48010442.00: G4802010044201 1 99
06591102.00: G0600590110202 1 2
06590320.02: G0600590032022 1 200
06590758.01: G0600590075811 1 4
48939801.00: G48049309801 0 842
48010216.00: G4802010021602 0 842
48010447.00: G4802010044701 1 153
06590877.00: G0600590087701 1 99
48010224.00: G4802010022403 1 633
48711901.00: G48047101901 1 633
48010205.00: G4802010020501 1 2
48730804.00: G48047300804 1 737
17670005.00: G1701670000502 1 424
48010301.00: G4802010030101 1 2
48391136.00: G4804390113607 1 247
48499506.00: G48024909506 1 372
48010406.03: G4802010040630 1 153
48010528.00: G48020100528 1 153
29950079.00: G29009500079 0 842
36850173.00: G36008500173 1 153
29950083.00: G29009500083 1 281
55790075.00: G55007900075 1 99
06590874.00: G0600590087402 1 99
06590320.02: G0600590032021 1 200
48010438.02: G4802010043823 1 2
33110002.00: G3300110000202 1 165
06710074.00: G0600710007405 1 424
06590875.00: G0600590087501 1 99
21359807.00: G21023509807 0 842
06590762.00: G0600590076207 1 4
06591101.01: G0600590110114 1 2
25251302.00: G25002501302 1 200
06591101.00: G0600590110106 1 2
48850101.00: G48048500101 1 372
25251011.00: G2500250101101 1 473
19530045.00: G1901530004501 1 281
25251105.00: G2500250110501 1 200
06190048.00: G06001900048 1 2
06590881.00: G0600590088104 1 0
48259503.00: G48022509503 1 99
48259504.00: G48022509504 1 99
48439501.00: G48014309501 0 842
48010223.00: G4802010022302 1 633
48530024.00: G4804530002407 1 325
48150212.00: G4802150021201 1 424
48390907.00: G4803390090702 0 842
35010024.00: G3500010002402 1 424
48391138.00: G4804390113805 1 240
48410020.00: G48004100020 1 99
48059501.00: G48050509501 0 842
48711903.01: G4804710190310 1 464
48010525.00: G4802010052502 1 99
29950081.00: G29009500081 0 842
29650302.00: G2901650030206 1 240
42030604.00: G42000300604 0 842
48530025.09: G4804530002595 1 99
42710108.00: G4200710010802 0 842
13210071.00: G13012100071 1 529
08010015.00: G08010100015 1 581
48530017.01: G4804530001712 1 200
17313201.00: G17003103201 1 99
06133440.00: G06001303440 1 372
06411082.00: G06004101082 1 240
48530008.00: G4804530000801 1 99
42293048.00: G42002903048 0 842
48530012.00: G48045300012 1 99
48259501.00: G48012509501 0 842
48530009.00: G4804530000901 1 99
06133511.00: G06001303511 1 372
48530008.00: G4804530000804 1 99
48530021.01: G4804530002110 1 153
48259506.00: G48002509506 0 842
06590742.00: G06005900742 1 99
06133560.00: G0600130356001 0 842
06590741.00: G0600590074102 1 99
06590524.01: G0600590052411 1 2
11010095.00: G1100010009509 1 529
48391216.00: G4804390121608 1 99
48530018.02: G4804530001829 0 842
48010241.00: G4802010024102 1 633
48850126.00: G48048500126 1 325
48010408.00: G48020100408 1 99
48359506.00: G48003509506 0 842
48530018.03: G4804530001830 0 842
08310083.00: G0800310008303 1 281
09034961.00: G09000304961 1 633
25250801.00: G25002500801 1 2
36810871.00: G36008100871 1 272
48291418.00: G48002901418 1 473
48010410.00: G48020100410 0 842
25250004.00: G2500250000402 1 99
48151604.00: G48001501604 0 842
48010419.00: G4802010041903 1 153
48230020.00: G4804230002005 1 325
25250405.00: G25002500405 1 4
48050002.00: G48000500002 1 529
48010373.00: G4802010037304 0 842
25250304.00: G25002500304 1 99
36550153.00: G3600550015301 1 325
48230002.00: G4804230000202 1 325
25250502.00: G25002500502 1 2
34170039.00: G34001700039 1 153
35450010.00: G3500450001001 0 842
42034850.00: G42000304850 1 424
17318271.00: G17003108271 1 272
32310019.00: G32003100019 1 247
